datetime,path,source,status,bytes_in,bytes_out,msg
2025-10-02T21:02:37,imagesnew1/lens/lens1/AG0003_バンビシリーズ_スワングレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0003_バンビシリーズ_スワングレー_1day_lens.jpg,NG,607042,0,decode/reencode failed
2025-10-02T21:02:37,imagesnew1/lens/lens1/AG0003_バンビシリーズ_スワンブルー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0003_バンビシリーズ_スワンブルー_1day_lens.jpg,NG,606697,0,decode/reencode failed
2025-10-02T21:02:37,imagesnew1/lens/lens1/AG0003_バンビシリーズ_パールグレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0003_バンビシリーズ_パールグレー_1day_lens.jpg,NG,606734,0,decode/reencode failed
2025-10-02T21:02:38,imagesnew1/lens/lens1/AG0003_バンビシリーズ_ミルクベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0003_バンビシリーズ_ミルクベージュ_1day_lens.jpg,NG,606643,0,decode/reencode failed
2025-10-02T21:02:38,imagesnew1/lens/lens1/AG0003_バンビシリーズ_レモンヘーゼル_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0003_バンビシリーズ_レモンヘーゼル_1day_lens.jpg,NG,606718,0,decode/reencode failed
2025-10-02T21:02:38,imagesnew1/lens/lens1/AG0005_バンビシリーズ_アーモンド_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0005_バンビシリーズ_アーモンド_1month_lens.jpg,NG,606634,0,decode/reencode failed
2025-10-02T21:02:38,imagesnew1/lens/lens1/AG0005_バンビシリーズ_スワングレー_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0005_バンビシリーズ_スワングレー_1month_lens.jpg,NG,606645,0,decode/reencode failed
2025-10-02T21:02:39,imagesnew1/lens/lens1/AG0005_バンビシリーズ_スワンブルー_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0005_バンビシリーズ_スワンブルー_1month_lens.jpg,NG,606586,0,decode/reencode failed
2025-10-02T21:02:39,imagesnew1/lens/lens1/AG0007_バンビシリーズ_セサミムーン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0007_バンビシリーズ_セサミムーン_1day_lens.jpg,NG,606921,0,decode/reencode failed
2025-10-02T21:02:39,imagesnew1/lens/lens1/AG0007_バンビシリーズ_ハニームーン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0007_バンビシリーズ_ハニームーン_1day_lens.jpg,NG,606698,0,decode/reencode failed
2025-10-02T21:02:40,imagesnew1/lens/lens1/AG0007_バンビシリーズ_ブルーベリームーン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0007_バンビシリーズ_ブルーベリームーン_1day_lens.jpg,NG,606672,0,decode/reencode failed
2025-10-02T21:02:40,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージクラシック_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージクラシック_1day_lens.jpg,NG,606462,0,decode/reencode failed
2025-10-02T21:02:40,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージグレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージグレー_1day_lens.jpg,NG,606841,0,decode/reencode failed
2025-10-02T21:02:41,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージグレージュ_1day_lens.jpg,NG,606886,0,decode/reencode failed
2025-10-02T21:02:41,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージセージ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージセージ_1day_lens.jpg,NG,607962,0,decode/reencode failed
2025-10-02T21:02:41,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージピスタチオ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージピスタチオ_1day_lens.jpg,NG,606818,0,decode/reencode failed
2025-10-02T21:02:41,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージベアー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージベアー_1day_lens.jpg,NG,606547,0,decode/reencode failed
2025-10-02T21:02:42,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージヘーゼル_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージヘーゼル_1day_lens.jpg,NG,606748,0,decode/reencode failed
2025-10-02T21:02:42,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージラベンダー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ヴィンテージラベンダー_1day_lens.jpg,NG,606543,0,decode/reencode failed
2025-10-02T21:02:42,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ナチュラルヌード_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ナチュラルヌード_1day_lens.jpg,NG,606430,0,decode/reencode failed
2025-10-02T21:02:42,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ナチュラルブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ナチュラルブラウン_1day_lens.jpg,NG,606942,0,decode/reencode failed
2025-10-02T21:02:43,imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ピュアブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AG0021_バンビシリーズ ヴィンテージ_ピュアブラウン_1day_lens.jpg,NG,606238,0,decode/reencode failed
2025-10-02T21:02:43,imagesnew1/lens/lens1/AMU0001_アミュリー_テディボア_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AMU0001_アミュリー_テディボア_1day_lens.jpg,NG,606493,0,decode/reencode failed
2025-10-02T21:02:43,imagesnew1/lens/lens1/AMU0001_アミュリー_トフィークラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AMU0001_アミュリー_トフィークラウン_1day_lens.jpg,NG,606529,0,decode/reencode failed
2025-10-02T21:02:43,imagesnew1/lens/lens1/AMU0001_アミュリー_ブランデーメリィ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AMU0001_アミュリー_ブランデーメリィ_1day_lens.jpg,NG,606417,0,decode/reencode failed
2025-10-02T21:02:44,imagesnew1/lens/lens1/AMU0001_アミュリー_ミュウグリス_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/AMU0001_アミュリー_ミュウグリス_1day_lens.jpg,NG,606840,0,decode/reencode failed
2025-10-02T21:02:44,imagesnew1/lens/lens1/BA0001_バブリス_アメリーブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/BA0001_バブリス_アメリーブラウン_1day_lens.jpg,NG,606720,0,decode/reencode failed
2025-10-02T21:02:44,imagesnew1/lens/lens1/BA0001_バブリス_ダーリーグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/BA0001_バブリス_ダーリーグレージュ_1day_lens.jpg,NG,606457,0,decode/reencode failed
2025-10-02T21:02:44,imagesnew1/lens/lens1/BA0001_バブリス_ダーリーベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/BA0001_バブリス_ダーリーベージュ_1day_lens.jpg,NG,607066,0,decode/reencode failed
2025-10-02T21:02:45,imagesnew1/lens/lens1/BA0001_バブリス_ルナリーグレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/BA0001_バブリス_ルナリーグレー_1day_lens.jpg,NG,607068,0,decode/reencode failed
2025-10-02T21:02:45,imagesnew1/lens/lens1/CHM0001_チューズミー_エッセンスベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_エッセンスベージュ_1day_lens.jpg,NG,606565,0,decode/reencode failed
2025-10-02T21:02:45,imagesnew1/lens/lens1/CHM0001_チューズミー_グロスブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_グロスブラウン_1day_lens.jpg,NG,606835,0,decode/reencode failed
2025-10-02T21:02:46,imagesnew1/lens/lens1/CHM0001_チューズミー_シフォンブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_シフォンブラウン_1day_lens.jpg,NG,606589,0,decode/reencode failed
2025-10-02T21:02:46,imagesnew1/lens/lens1/CHM0001_チューズミー_セラムグレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_セラムグレー_1day_lens.jpg,NG,606816,0,decode/reencode failed
2025-10-02T21:02:46,imagesnew1/lens/lens1/CHM0001_チューズミー_チョコブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_チョコブラウン_1day_lens.jpg,NG,606582,0,decode/reencode failed
2025-10-02T21:02:46,imagesnew1/lens/lens1/CHM0001_チューズミー_ティアーオリーブ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ティアーオリーブ_1day_lens.jpg,NG,606844,0,decode/reencode failed
2025-10-02T21:02:47,imagesnew1/lens/lens1/CHM0001_チューズミー_ハニーベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ハニーベージュ_1day_lens.jpg,NG,606866,0,decode/reencode failed
2025-10-02T21:02:47,imagesnew1/lens/lens1/CHM0001_チューズミー_ピーチブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ピーチブラウン_1day_lens.jpg,NG,606737,0,decode/reencode failed
2025-10-02T21:02:47,imagesnew1/lens/lens1/CHM0001_チューズミー_ピュアベール_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ピュアベール_1day_lens.jpg,NG,607638,0,decode/reencode failed
2025-10-02T21:02:47,imagesnew1/lens/lens1/CHM0001_チューズミー_ベイビーブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ベイビーブラウン_1day_lens.jpg,NG,606637,0,decode/reencode failed
2025-10-02T21:02:48,imagesnew1/lens/lens1/CHM0001_チューズミー_ムードグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_ムードグレージュ_1day_lens.jpg,NG,606727,0,decode/reencode failed
2025-10-02T21:02:48,imagesnew1/lens/lens1/CHM0001_チューズミー_モイストブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_モイストブラウン_1day_lens.jpg,NG,606758,0,decode/reencode failed
2025-10-02T21:02:48,imagesnew1/lens/lens1/CHM0001_チューズミー_リリーベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0001_チューズミー_リリーベージュ_1day_lens.jpg,NG,606398,0,decode/reencode failed
2025-10-02T21:02:48,imagesnew1/lens/lens1/CHM0002_チューズミー_シュガーグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0002_チューズミー_シュガーグレージュ_1day_lens.jpg,NG,606537,0,decode/reencode failed
2025-10-02T21:02:49,imagesnew1/lens/lens1/CHM0002_チューズミー_ホイップベリー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0002_チューズミー_ホイップベリー_1day_lens.jpg,NG,606589,0,decode/reencode failed
2025-10-02T21:02:49,imagesnew1/lens/lens1/CHM0002_チューズミー_マロンラテ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0002_チューズミー_マロンラテ_1day_lens.jpg,NG,606529,0,decode/reencode failed
2025-10-02T21:02:49,imagesnew1/lens/lens1/CHM0002_チューズミー_ミルキーチャイ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0002_チューズミー_ミルキーチャイ_1day_lens.jpg,NG,606867,0,decode/reencode failed
2025-10-02T21:02:49,imagesnew1/lens/lens1/CHM0002_チューズミー_メルティーココア_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0002_チューズミー_メルティーココア_1day_lens.jpg,NG,606681,0,decode/reencode failed
2025-10-02T21:02:50,imagesnew1/lens/lens1/CHM0004_チューズミー_シフォンブラウン_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_シフォンブラウン_1month_lens.jpg,NG,606697,0,decode/reencode failed
2025-10-02T21:02:50,imagesnew1/lens/lens1/CHM0004_チューズミー_ハニーベージュ_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_ハニーベージュ_1month_lens.jpg,NG,606768,0,decode/reencode failed
2025-10-02T21:02:50,imagesnew1/lens/lens1/CHM0004_チューズミー_ピーチブラウン_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_ピーチブラウン_1month_lens.jpg,NG,606759,0,decode/reencode failed
2025-10-02T21:02:50,imagesnew1/lens/lens1/CHM0004_チューズミー_ベイビーブラウン_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_ベイビーブラウン_1month_lens.jpg,NG,606561,0,decode/reencode failed
2025-10-02T21:02:51,imagesnew1/lens/lens1/CHM0004_チューズミー_ミューテッドグレージュ_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_ミューテッドグレージュ_1month_lens.jpg,NG,606237,0,decode/reencode failed
2025-10-02T21:02:51,imagesnew1/lens/lens1/CHM0004_チューズミー_メロウキャメル_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_メロウキャメル_1month_lens.jpg,NG,606811,0,decode/reencode failed
2025-10-02T21:02:51,imagesnew1/lens/lens1/CHM0004_チューズミー_モイストブラウン_1month_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHM0004_チューズミー_モイストブラウン_1month_lens.jpg,NG,606965,0,decode/reencode failed
2025-10-02T21:02:51,imagesnew1/lens/lens1/CHP0001_シャプン_きらゆめブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0001_シャプン_きらゆめブラウン_1day_lens.jpg,NG,606610,0,decode/reencode failed
2025-10-02T21:02:52,imagesnew1/lens/lens1/CHP0001_シャプン_ときとめグレー_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0001_シャプン_ときとめグレー_1day_lens.jpg,NG,606799,0,decode/reencode failed
2025-10-02T21:02:52,imagesnew1/lens/lens1/CHP0001_シャプン_ときとめブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0001_シャプン_ときとめブラウン_1day_lens.jpg,NG,606913,0,decode/reencode failed
2025-10-02T21:02:52,imagesnew1/lens/lens1/CHP0001_シャプン_ぬけがけグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0001_シャプン_ぬけがけグレージュ_1day_lens.jpg,NG,606691,0,decode/reencode failed
2025-10-02T21:02:52,imagesnew1/lens/lens1/CHP0002_シャプン_いとおしブラック_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0002_シャプン_いとおしブラック_1day_lens.jpg,NG,606532,0,decode/reencode failed
2025-10-02T21:02:53,imagesnew1/lens/lens1/CHP0002_シャプン_ずるモテベージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CHP0002_シャプン_ずるモテベージュ_1day_lens.jpg,NG,606425,0,decode/reencode failed
2025-10-02T21:02:53,imagesnew1/lens/lens1/CLR0001_チャロル_チャーナグレージュ_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CLR0001_チャロル_チャーナグレージュ_1day_lens.jpg,NG,606782,0,decode/reencode failed
2025-10-02T21:02:53,imagesnew1/lens/lens1/CLR0001_チャロル_ルアヘーゼル_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CLR0001_チャロル_ルアヘーゼル_1day_lens.jpg,NG,606877,0,decode/reencode failed
2025-10-02T21:02:53,imagesnew1/lens/lens1/CLR0001_チャロル_ロイブラウン_1day_lens.jpg,https://raw.githubusercontent.com/y4m4usr/HL001-quiz-karacon-academia-new/e2cbacf2d8d24222662151e6c4ed3edab7444774/imagesnew1/lens/lens1/CLR0001_チャロル_ロイブラウン_1day_lens.jpg,NG,606823,0,decode/reencode failed
